id,owner_id,owner_type,kind_id,value1,value2
,5146,QuestComponent,31,953,0
,5626,QuestComponent,31,1363,0
,577,Sphere,32,1106,0
,579,Sphere,32,1106,0
,519,Sphere,36,16,0
,575,Sphere,32,312,0
,10630,Skill,26,1,50
,10630,Skill,34,82,0
,12143,Skill,30,167,0
,12143,Skill,34,83,0
,610,Sphere,32,865,0
,611,Sphere,32,866,0
,612,Sphere,32,872,0
,614,Sphere,32,884,0
,615,Sphere,32,858,0
,616,Sphere,32,908,0
,617,Sphere,32,893,0
,618,Sphere,32,1502,0
,619,Sphere,32,1504,0
,620,Sphere,32,1517,0
,12337,Skill,26,1,50
,3843,QuestComponent,31,861,0
,3905,QuestComponent,31,864,0
,3913,QuestComponent,31,865,0
,4081,QuestComponent,31,872,0
,7158,QuestComponent,31,1509,0
,12228,Skill,12,0,0
,12301,Skill,27,4186,0
,6382,QuestComponent,31,1438,0
,623,Sphere,1,11,0
,12272,Skill,35,592,1
,600,Sphere,32,1366,0
,7701,QuestComponent,31,1233,0
,3999,QuestComponent,31,1507,0
,646,Sphere,32,756,0
,10009,Skill,1,1,0
,647,Sphere,32,780,0
,10024,Skill,1,1,0
,648,Sphere,32,776,0
,5436,QuestComponent,31,1432,0
,10726,Skill,29,1,0
,651,Sphere,32,787,0
,10022,Skill,1,1,0
,660,Sphere,32,1646,0
,4499,QuestComponent,31,260,0
,4621,QuestComponent,31,293,0
,4621,QuestComponent,31,294,0
,666,Sphere,32,259,0
,669,Sphere,31,295,0
,7857,QuestComponent,31,1624,0
,673,Sphere,32,291,0
,511,Sphere,36,330,0
,10577,Skill,1,1,0
,10587,Skill,1,1,0
,678,Sphere,36,1433,0
,12529,Skill,27,2960,0
,12521,Skill,27,7006,0
,12534,Skill,35,382,1
,689,Sphere,36,1643,0
,691,Sphere,32,1230,0
,6390,QuestComponent,31,1433,0
,12554,Skill,12,0,0
,694,Sphere,31,1361,0
,695,Sphere,32,1302,0
,12552,Skill,27,2960,0
,12552,Skill,26,1,50
,12523,Skill,27,2956,0
,12523,Skill,26,1,30
,12526,Skill,27,2900,0
,12526,Skill,26,1,5
,703,Sphere,36,98,0
,703,Sphere,36,1586,0
,12294,Skill,35,405,1
,705,Sphere,36,1581,0
,696,Sphere,36,298,0
,696,Sphere,36,1581,0
,685,Sphere,31,88,0
,11188,Skill,32,129,0
,11188,Skill,26,1,50
,11188,Skill,34,90,0
,686,Sphere,1,11,0
,707,Sphere,36,1638,0
,706,Sphere,36,1690,0
,702,Sphere,33,1273,0
,702,Sphere,3,6,0
,12298,Skill,27,6058,0
,12298,Skill,32,1409,0
,708,Sphere,36,1690,0
,735,Sphere,32,1661,0
,709,Sphere,36,1690,0
,5251,QuestComponent,31,1439,0
,734,Sphere,32,339,0
,710,Sphere,33,1598,0
,711,Sphere,36,1601,0
,712,Sphere,36,1600,0
,714,Sphere,31,1605,0
,714,Sphere,31,1604,0
,714,Sphere,36,1608,0
,566,Sphere,36,1212,0
,716,Sphere,36,1610,0
,717,Sphere,36,1612,0
,718,Sphere,36,1614,0
,719,Sphere,36,1619,0
,719,Sphere,31,1618,0
,720,Sphere,31,1614,0
,720,Sphere,36,1618,0
,721,Sphere,36,1619,0
,722,Sphere,31,1620,0
,722,Sphere,36,1634,0
,723,Sphere,31,1624,0
,723,Sphere,36,1625,0
,724,Sphere,33,1635,0
,738,Sphere,1,8,0
,682,Sphere,1,11,0
,682,Sphere,36,82,0
,745,Sphere,32,49,0
,746,Sphere,32,49,0
,668,Sphere,36,290,0
,556,Sphere,33,1432,0
,557,Sphere,33,1432,0
,7631,QuestComponent,31,1596,0
,7657,QuestComponent,31,1595,0
,7692,QuestComponent,31,1601,0
,7725,QuestComponent,31,1600,0
,7720,QuestComponent,31,1600,0
,7731,QuestComponent,31,1589,0
,7759,QuestComponent,31,1605,0
,7759,QuestComponent,31,1604,0
,7791,QuestComponent,31,1609,0
,7799,QuestComponent,31,1610,0
,7816,QuestComponent,31,1618,0
,7805,QuestComponent,31,1614,0
,7808,QuestComponent,31,1615,0
,7840,QuestComponent,31,1620,0
,7853,QuestComponent,31,1634,0
,7938,QuestComponent,31,1635,0
,7847,QuestComponent,31,1623,0
,8161,QuestComponent,31,1623,0
,5,Sphere,1,11,0
,12710,Skill,8,15,0
,11201,Skill,35,79,1
,11201,Skill,32,263,0
,667,Sphere,36,282,0
,677,Sphere,33,237,0
,676,Sphere,33,232,0
,692,Sphere,33,241,0
,12730,Skill,27,3443,0
,11611,Skill,32,779,0
,11611,Skill,35,312,1
,4703,QuestComponent,31,1646,0
,763,Sphere,32,1702,0
,12736,Skill,27,2122,0
,12739,Skill,12,0,0
,12738,Skill,12,0,0
,12723,Skill,12,0,0
,12680,Skill,35,744,1
,12680,Skill,32,1366,0
,12761,Skill,27,7006,0
,12262,Skill,20,2185,1000000
,683,Sphere,36,88,0
,683,Sphere,31,1653,0
,12498,Skill,27,5851,0
,12729,Skill,27,3443,0
,768,Sphere,36,1710,0
,768,Sphere,36,1711,0
,768,Sphere,36,1712,0
,768,Sphere,36,1713,0
,768,Sphere,36,1715,0
,11978,Skill,27,4174,0
,11978,Skill,26,1,100
,11978,Skill,32,1370,0
,825,Sphere,32,303,0
,828,Sphere,36,1302,0
,12783,Skill,27,4207,0
,12783,Skill,32,1417,0
,12788,Skill,21,1,0
,4222,QuestComponent,31,859,0
,843,Sphere,31,1425,0
,684,Sphere,1,12,0
,684,Sphere,36,84,0
,845,Sphere,32,1237,0
,12555,Skill,35,593,1
,11675,Skill,27,3071,0
,11608,Skill,35,311,1
,11693,Skill,32,949,0
,848,Sphere,32,130,0
,644,Sphere,33,1094,0
,8335,QuestComponent,31,1730,0
,732,Sphere,32,79,0
,732,Sphere,36,57,0
,732,Sphere,31,1084,0
,12514,Skill,27,6480,0
,12314,Skill,35,635,1
,12314,Skill,32,1436,0
,12327,Skill,20,1712,10000
,12327,Skill,32,26,0
,12348,Skill,32,27,0
,12348,Skill,20,1725,10000
,11349,Skill,20,922,2000
,12019,Skill,10,14166,0
,12343,Skill,10,14125,0
,12316,Skill,32,1439,0
,12339,Skill,32,1363,0
,11790,Skill,32,265,0
,12864,Skill,32,1215,0
,12515,Skill,32,1302,0
,12873,Skill,32,1436,0
,12903,Skill,32,1087,0
,12740,Skill,32,1705,0
,12807,Skill,32,1705,0
,12866,Skill,32,1236,0
,12860,Skill,32,301,0
,12867,Skill,32,1240,0
,12912,Skill,32,745,0
,12844,Skill,32,1069,0
,12869,Skill,32,1365,0
,12602,Skill,32,1565,0
,13119,Skill,32,950,0
,11229,Skill,32,270,0
,12884,Skill,32,22,0
,12786,Skill,8,15,0
,13137,Skill,36,1442,0
,12893,Skill,32,882,0
,164,Sphere,32,171,0
,12896,Skill,32,868,0
,12897,Skill,32,869,0
,12898,Skill,32,884,0
,12522,Skill,32,229,0
,12679,Skill,32,49,0
,12908,Skill,32,935,0
,12899,Skill,32,1454,0
,11979,Skill,32,1297,0
,12902,Skill,32,893,0
,12881,Skill,32,1514,0
,12921,Skill,32,950,0
,12876,Skill,32,949,0
,12880,Skill,32,949,0
,12879,Skill,32,949,0
,12878,Skill,32,949,0
,12530,Skill,32,1675,0
,3917,QuestComponent,31,866,0
,11018,Skill,29,0,0
,11019,Skill,29,0,0
,11327,Skill,8,15,0
,11327,Skill,30,27,0
,11265,Skill,33,224,0
,11265,Skill,35,853,1
,12532,Skill,35,693,1
,12570,Skill,35,693,1
,11259,Skill,32,224,0
,11259,Skill,35,22,1
,13170,Skill,10,15700,0
,13171,Skill,10,15701,0
,858,Sphere,32,1315,0
,859,Sphere,32,1319,0
,860,Sphere,32,1323,0
,13202,Skill,17,0,0
,861,Sphere,32,1316,0
,862,Sphere,32,1329,0
,863,Sphere,32,1327,0
,864,Sphere,32,1488,0
,865,Sphere,32,1491,0
,866,Sphere,32,1333,0
,867,Sphere,32,1341,0
,868,Sphere,32,1492,0
,869,Sphere,32,1343,0
,13214,Skill,26,1,50
,13214,Skill,27,4596,0
,13216,Skill,26,1,30
,13216,Skill,27,3134,0
,13240,Skill,26,1,50
,13240,Skill,27,4596,0
,13239,Skill,27,3134,0
,13239,Skill,26,1,30
,13254,Skill,15,1381,0
,13264,Skill,15,1381,0
,6419,QuestComponent,31,1303,0
,6559,QuestComponent,31,1314,0
,8504,QuestComponent,31,1320,0
,6604,QuestComponent,31,1317,0
,6613,QuestComponent,31,1321,0
,6621,QuestComponent,31,1322,0
,6656,QuestComponent,31,1327,0
,7079,QuestComponent,31,1489,0
,8420,QuestComponent,31,1737,0
,8425,QuestComponent,31,1738,0
,7080,QuestComponent,31,1490,0
,6685,QuestComponent,31,1334,0
,11325,Skill,29,0,0
,6703,QuestComponent,31,1338,0
,6674,QuestComponent,31,1331,0
,7081,QuestComponent,31,1344,0
,7082,QuestComponent,31,1492,0
,6729,QuestComponent,31,1493,0
,8438,QuestComponent,31,1741,0
,6761,QuestComponent,31,1352,0
,6764,QuestComponent,31,1353,0
,6769,QuestComponent,31,1354,0
,6773,QuestComponent,31,1355,0
,2997,QuestComponent,31,1864,0
,921,Sphere,36,848,0
,13308,Skill,27,3114,0
,6478,QuestComponent,31,1306,0
,13299,Skill,35,920,1
,924,Sphere,31,1313,0
,12027,Skill,8,15,0
,12072,Skill,8,15,0
,922,Sphere,36,1311,0
,923,Sphere,31,1311,0
,923,Sphere,36,1312,0
,925,Sphere,36,1329,0
,926,Sphere,32,1330,0
,926,Sphere,36,1330,0
,927,Sphere,36,1340,0
,928,Sphere,31,1340,0
,928,Sphere,36,1341,0
,929,Sphere,31,1341,0
,929,Sphere,36,1342,0
,930,Sphere,36,1342,0
,6500,QuestComponent,36,1329,0
,6508,QuestComponent,31,1311,0
,6508,QuestComponent,36,1329,0
,6547,QuestComponent,31,1312,0
,6547,QuestComponent,36,1329,0
,6660,QuestComponent,36,1340,0
,6665,QuestComponent,31,1329,0
,6665,QuestComponent,36,1340,0
,6706,QuestComponent,36,1342,0
,6711,QuestComponent,31,1340,0
,6711,QuestComponent,36,1342,0
,6716,QuestComponent,36,1352,0
,6720,QuestComponent,31,1342,0
,6720,QuestComponent,36,1352,0
,931,Sphere,31,1342,0
,931,Sphere,36,1343,0
,932,Sphere,31,1343,0
,932,Sphere,36,1352,0
,13373,Skill,32,1431,0
,9045,QuestComponent,31,834,0
,13376,Skill,32,1565,0
,4873,QuestComponent,31,1932,0
,956,Sphere,36,1962,0
,957,Sphere,32,1962,0
,958,Sphere,32,1962,0
,959,Sphere,36,1314,0
,960,Sphere,36,1320,0
,8969,QuestComponent,31,991,0
,353,AiEvent,31,1940,0
,352,AiEvent,32,1940,0
,965,Sphere,32,1962,0
,357,AiEvent,36,799,0
,13306,Skill,35,485,1
,970,Sphere,36,1325,0
,207,Sphere,1,20,0
,13433,Skill,37,1847,0
,973,Sphere,37,2050,0
,13444,Skill,37,2054,0
,9427,QuestComponent,31,2048,0
,9439,QuestComponent,31,2051,0
,13449,Skill,35,977,1
,211,Sphere,1,21,0
,13400,Skill,8,15,0
,365,AiEvent,32,843,0
,987,Sphere,37,527,0
,11339,Skill,37,527,0
,3179,QuestComponent,31,824,0
,3224,QuestComponent,31,836,0
,3248,QuestComponent,31,1435,0
,3283,QuestComponent,31,845,0
,3277,QuestComponent,31,845,0
,3253,QuestComponent,31,854,0
,13506,Skill,27,2390,0
,11496,Skill,32,856,0
,11354,Skill,20,928,5000
,982,Sphere,36,799,0
,980,Sphere,37,813,0
,13510,Skill,32,1984,0
,981,Sphere,36,815,0
,11494,Skill,27,7152,0
,3167,QuestComponent,31,833,0
,3184,QuestComponent,31,833,0
,3211,QuestComponent,31,833,0
,13508,Skill,20,922,5000
,13508,Skill,32,533,0
,13521,Skill,35,990,1
,13524,Skill,27,7332,0
,13524,Skill,32,2007,0
,11351,Skill,32,534,0
,11351,Skill,27,2426,0
,11351,Skill,17,0,0
,11359,Skill,37,545,0
,13469,Skill,35,991,1
,9539,QuestComponent,31,2065,0
,11362,Skill,20,2509,10000
,11383,Skill,20,924,5000
,11383,Skill,32,937,0
,13542,Skill,32,2027,0
,11922,Skill,35,361,1
,13547,Skill,32,522,0
,13547,Skill,27,4961,0
,997,Sphere,32,1329,0
,13549,Skill,32,1018,0
,13563,Skill,1,1,0
,13560,Skill,1,1,0
,11665,Skill,30,250,0
,11370,Skill,32,566,0
,13569,Skill,32,1316,0
,13461,Skill,8,15,0
,9528,QuestComponent,31,995,0
,13556,Skill,10,15982,0
,13597,Skill,32,1326,0
,2025,QuestComponent,36,948,0
,2061,QuestComponent,31,524,0
,1001,Sphere,31,527,0
,1001,Sphere,36,524,0
,2100,QuestComponent,31,532,0
,2106,QuestComponent,31,533,0
,2120,QuestComponent,31,536,0
,2120,QuestComponent,31,534,0
,2117,QuestComponent,31,535,0
,2128,QuestComponent,31,537,0
,2139,QuestComponent,31,948,0
,2152,QuestComponent,31,544,0
,2157,QuestComponent,31,545,0
,2161,QuestComponent,31,546,0
,4345,QuestComponent,31,547,0
,6646,QuestComponent,31,1324,0
,6642,QuestComponent,31,1326,0
,2242,QuestComponent,31,562,0
,9593,QuestComponent,36,2083,0
,2207,QuestComponent,31,543,0
,9603,QuestComponent,31,2082,0
,11497,Skill,27,5071,0
,9596,QuestComponent,36,2082,0
,9600,QuestComponent,31,2083,0
,11360,Skill,20,1012,10000
,2250,QuestComponent,31,562,0
,2285,QuestComponent,31,566,0
,2245,QuestComponent,31,566,0
,2280,QuestComponent,31,576,0
,2271,QuestComponent,31,579,0
,11686,Skill,27,3495,0
,11686,Skill,32,295,0
,13558,Skill,1,1,0
,13621,Skill,27,7501,0
,13621,Skill,32,2074,0
,13623,Skill,32,2074,0
,13386,Skill,32,1033,0
,13626,Skill,27,4598,0
,13252,Skill,32,1833,0
,9635,QuestComponent,31,572,0
,2315,QuestComponent,31,2089,0
,2311,QuestComponent,31,2089,0
,9622,QuestComponent,31,1315,0
,2006,QuestComponent,31,596,0
,3263,QuestComponent,4,2,0
,3064,QuestComponent,4,1,0
,13377,Skill,35,994,1
,11483,Skill,35,201,1
,11474,Skill,32,808,0
,11480,Skill,32,817,0
,13342,Skill,32,1463,0
,11848,Skill,32,847,0
,13519,Skill,35,990,1
,13352,Skill,27,5037,0
,1028,Sphere,32,1743,0
,13192,Skill,32,1741,0
,10646,Skill,8,15,0
,12094,Skill,35,581,1
,13671,Skill,32,1328,0
,13291,Skill,37,1322,0
,200,Sphere,15,1459,0
,13231,Skill,37,1337,0
,13674,Skill,32,1341,0
,13676,Skill,32,1343,0
,979,Sphere,1,18,0
,13681,Skill,32,1489,0
,13189,Skill,37,1745,0
,13683,Skill,32,2048,0
,13684,Skill,37,2066,0
,13688,Skill,32,1325,0
,13689,Skill,32,1351,0
,13690,Skill,32,1327,0
,13692,Skill,32,1354,0
,13694,Skill,32,1492,0
,378,AiEvent,31,2107,0
,13699,Skill,32,1320,0
,1029,Sphere,36,1353,0
,13721,Skill,26,1,50
,13358,Skill,27,3134,0
,13318,Skill,16,1401,0
,13300,Skill,10,15792,0
,12296,Skill,35,600,1
,11977,Skill,35,349,1
,1033,Sphere,32,1014,0
,6573,QuestComponent,31,1316,0
,13224,Skill,27,3150,0
,13714,Skill,10,16146,0
,13218,Skill,32,1315,0
,13218,Skill,35,464,1
,1039,Sphere,10,16159,0
,13693,Skill,32,1490,0
,13221,Skill,27,3295,0
,13221,Skill,26,1,30
,13222,Skill,27,3319,0
,13236,Skill,27,3312,0
,13236,Skill,32,1742,0
,13748,Skill,32,1833,0
,13190,Skill,32,1737,0
,11650,Skill,37,853,0
,11824,Skill,30,243,0
,13761,Skill,37,1966,0
,882,QuestComponent,31,141,0
,886,QuestComponent,31,145,0
,893,QuestComponent,31,152,0
,12329,Skill,37,68,0
,5125,QuestComponent,31,1963,0
,4917,QuestComponent,31,1000,0
,4961,QuestComponent,31,1010,0
,4970,QuestComponent,31,1012,0
,4888,QuestComponent,31,994,0
,4990,QuestComponent,31,1016,0
,5018,QuestComponent,31,1024,0
,9799,QuestComponent,31,2124,0
,5091,QuestComponent,31,1038,0
,13768,Skill,32,868,0
,13769,Skill,32,868,0
,13770,Skill,32,868,0
,13771,Skill,32,868,0
,13772,Skill,32,869,0
,13773,Skill,32,869,0
,5359,QuestComponent,31,1171,0
,13756,Skill,35,1046,1
,8991,QuestComponent,31,1939,0
,13616,Skill,32,1940,0
,12782,Skill,37,1075,0
,13783,Skill,32,990,0
,13255,Skill,32,994,0
,11968,Skill,35,402,1
,13274,Skill,32,1026,0
,13790,Skill,32,1030,0
,13792,Skill,32,1006,0
,11972,Skill,35,403,1
,11971,Skill,20,1422,500000
,11953,Skill,32,1061,0
,11962,Skill,32,1076,0
,12939,Skill,32,1077,0
,13250,Skill,32,1041,0
,12696,Skill,12,0,0
,13144,Skill,37,1110,0
,7152,QuestComponent,31,1686,0
,13369,Skill,32,2076,0
,8045,QuestComponent,31,1504,0
,7155,QuestComponent,31,1505,0
,7157,QuestComponent,31,1508,0
,4210,QuestComponent,31,899,0
,13799,Skill,32,2127,0
,13799,Skill,16,1620,0
,383,AiEvent,31,16,0
,69,QuestComponent,31,10,0
,385,AiEvent,32,1052,0
,386,AiEvent,33,1053,0
,392,AiEvent,33,1049,0
,395,AiEvent,33,1109,0
,397,AiEvent,31,10,0
,398,AiEvent,32,1101,0
,401,AiEvent,32,1107,0
,402,AiEvent,32,1069,0
,410,AiEvent,37,1106,0
,414,AiEvent,37,1105,0
,418,AiEvent,37,1088,0
,421,AiEvent,37,1102,0
,423,AiEvent,37,1083,0
,425,AiEvent,37,1086,0
,427,AiEvent,37,1173,0
,429,AiEvent,37,1078,0
,431,AiEvent,37,1081,0
,434,AiEvent,33,1171,0
,436,AiEvent,37,1050,0
,440,AiEvent,37,1062,0
,448,AiEvent,36,1211,0
,521,Sphere,36,2236,0
,11955,Skill,35,397,1
,13846,Skill,27,7636,0
,9780,QuestComponent,31,1955,0
,9783,QuestComponent,31,1956,0
,9789,QuestComponent,31,1958,0
,9792,QuestComponent,31,1959,0
,9873,QuestComponent,31,1960,0
,9786,QuestComponent,31,1957,0
,9910,QuestComponent,31,1961,0
,9913,QuestComponent,31,2140,0
,9916,QuestComponent,31,2141,0
,9919,QuestComponent,31,2142,0
,9922,QuestComponent,31,2143,0
,9925,QuestComponent,31,2144,0
,9928,QuestComponent,31,2145,0
,13809,Skill,32,1042,0
,12611,Skill,30,27,0
,13869,Skill,32,2240,0
,13874,Skill,37,2247,0
,1194,QuestComponent,31,299,0
,1162,QuestComponent,31,290,0
,1053,Sphere,31,2254,0
,1052,Sphere,37,1135,0
,571,Sphere,32,1094,0
,13879,Skill,32,2261,0
,12052,Skill,37,1107,0
,5062,QuestComponent,31,2059,0
,12138,Skill,27,3368,0
,11641,Skill,34,54,0
,738,QuestComponent,31,256,0
,13899,Skill,32,997,0
,13793,Skill,32,2241,0
,523,Sphere,32,2254,0
,13903,Skill,30,27,0
,13924,Skill,32,2329,0
,743,QuestComponent,31,257,0
,13944,Skill,20,2785,5000
,13951,Skill,32,1168,0
,13952,Skill,37,1134,0
,13956,Skill,32,1222,0
,13956,Skill,20,2799,15000
,13424,Skill,32,1114,0
,13965,Skill,21,1,0
,13919,Skill,32,2318,0
,14006,Skill,32,2393,0
,14004,Skill,32,2244,0
,12336,Skill,10,14055,0
,1068,Sphere,37,1571,0
,1067,Sphere,37,1571,0
,1069,Sphere,36,1241,0
,10186,QuestComponent,31,2393,0
,6242,QuestComponent,31,1696,0
,11455,Skill,27,1774,0
,5993,QuestComponent,31,1369,0
,13515,Skill,35,989,1
,11676,Skill,35,305,1
,2598,QuestComponent,31,614,0
,11684,Skill,26,1,50
,11684,Skill,27,3460,0
,11684,Skill,32,293,0
,628,Sphere,32,2423,0
,5295,QuestComponent,31,1571,0
,7513,QuestComponent,31,1236,0
,12859,Skill,37,279,0
,12122,Skill,27,3451,0
,14073,Skill,32,1136,0
,8367,QuestComponent,36,260,0
,14089,Skill,32,2135,0
,10416,QuestComponent,31,2441,0
,5738,QuestComponent,31,1119,0
,5748,QuestComponent,31,1120,0
,5752,QuestComponent,31,1122,0
,5775,QuestComponent,31,1125,0
,5784,QuestComponent,31,1133,0
,5845,QuestComponent,31,1134,0
,5849,QuestComponent,31,1141,0
,14054,Skill,27,7894,0
,14054,Skill,32,2423,0
,586,Sphere,36,312,0
,14098,Skill,37,2137,0
,770,QuestComponent,31,312,0
,801,QuestComponent,31,26,0
,10256,QuestComponent,31,2385,0
,10260,QuestComponent,31,2386,0
,10265,QuestComponent,31,2387,0
,390,QuestComponent,31,2398,0
,10311,QuestComponent,31,224,0
,10281,QuestComponent,31,2391,0
,13427,Skill,37,1170,0
,14123,Skill,32,2463,0
,7312,QuestComponent,36,14,0
,7312,QuestComponent,31,64,0
,7312,QuestComponent,31,52,0
,10244,QuestComponent,31,2476,0
,4203,QuestComponent,31,1509,0
,7160,QuestComponent,31,1509,0
,7162,QuestComponent,31,1509,0
,12910,Skill,37,1512,0
,14158,Skill,27,2422,0
,14159,Skill,32,1511,0
,14160,Skill,32,1511,0
,1064,Sphere,37,1179,0
,13822,Skill,32,2059,0
,14172,Skill,38,0,0
,14173,Skill,38,1,0
,14174,Skill,38,2,0
,14175,Skill,38,3,0
,14176,Skill,38,4,0
,14177,Skill,38,5,0
,14178,Skill,38,6,0
,821,QuestComponent,31,50,0
,13147,Skill,37,900,0
,12936,Skill,35,854,1
,13284,Skill,32,991,0
,14201,Skill,30,27,0
,13316,Skill,10,15792,0
,844,QuestComponent,31,60,0
,14199,Skill,30,27,0
,1085,Sphere,32,2349,0
,1086,Sphere,32,2351,0
,9977,QuestComponent,31,1525,0
,9981,QuestComponent,31,2262,0
,9987,QuestComponent,31,2264,0
,9992,QuestComponent,31,2265,0
,1051,Sphere,33,1116,0
,14071,Skill,31,2436,0
,1088,Sphere,32,2233,0
,14225,Skill,32,2464,0
,1093,Sphere,33,2258,0
,1091,Sphere,3,1,0
,310,QuestComponent,31,2389,0
,1615,QuestComponent,31,345,0
,11542,Skill,32,113,0
,13124,Skill,32,116,0
,13122,Skill,32,130,0
,11547,Skill,32,134,0
,10889,QuestComponent,31,2472,0
,12119,Skill,32,2236,0
,531,Sphere,3,4,0
,531,Sphere,36,64,0
,2017,QuestComponent,31,321,0
,8142,QuestComponent,31,184,0
,2520,QuestComponent,31,336,0
,2541,QuestComponent,31,336,0
,12774,Skill,32,186,0
,10754,QuestComponent,31,2488,0
,14293,Skill,32,2488,0
,180,AiEvent,31,213,0
,807,QuestComponent,31,29,0
,12891,Skill,32,2328,0
,2748,QuestComponent,31,191,0
,10943,QuestComponent,31,193,0
,10764,QuestComponent,31,1424,0
,3570,QuestComponent,31,190,0
,12323,Skill,32,2493,0
,7557,QuestComponent,36,1584,0
,7557,QuestComponent,36,298,0
,7545,QuestComponent,36,1583,0
,7545,QuestComponent,36,298,0
,7573,QuestComponent,31,1579,0
,7573,QuestComponent,31,1578,0
,12388,Skill,27,1851,0
,10778,QuestComponent,31,2495,0
,14314,Skill,32,2496,0
,10495,QuestComponent,31,173,0
,8109,QuestComponent,31,334,0
,1603,QuestComponent,31,340,0
,10525,QuestComponent,31,189,0
,10362,QuestComponent,31,2255,0
,9947,QuestComponent,31,2256,0
,9941,QuestComponent,31,2532,0
,2607,QuestComponent,31,178,0
,10974,QuestComponent,31,197,0
,10979,QuestComponent,31,198,0
,9955,QuestComponent,31,2258,0
,9963,QuestComponent,31,2263,0
,6386,QuestComponent,31,1439,0
,465,AiEvent,31,2533,0
,11028,QuestComponent,31,2535,0
,318,AiEvent,31,1433,0
,466,AiEvent,32,112,0
,470,AiEvent,32,115,0
,471,AiEvent,32,117,0
,472,AiEvent,32,118,0
,473,AiEvent,32,127,0
,14331,Skill,32,2354,0
,479,AiEvent,32,133,0
,478,AiEvent,32,131,0
,481,AiEvent,32,128,0
,482,AiEvent,32,130,0
,485,AiEvent,32,134,0
,489,AiEvent,32,136,0
,490,AiEvent,32,1702,0
,491,AiEvent,32,1702,0
,496,AiEvent,32,138,0
,499,AiEvent,32,141,0
,501,AiEvent,32,145,0
,502,AiEvent,32,147,0
,503,AiEvent,32,148,0
,506,AiEvent,32,143,0
,507,AiEvent,32,123,0
,1100,Sphere,32,2262,0
,857,QuestComponent,31,116,0
,864,QuestComponent,31,113,0
,8191,QuestComponent,31,144,0
,5206,QuestComponent,36,1498,0
,14190,Skill,32,2351,0
,14190,Skill,20,2805,40000
,1375,QuestComponent,31,44,0
,6544,QuestComponent,31,2491,0
