id,name,desc,icon_id,anim_start_id,anim_end_id,duration,tick,silence,root,sleep,stun,crippled,stealth,remove_on_source_dead,link_buff_id,tick_mana_cost,stack_rule_id,init_min_charge,init_max_charge,max_stack,damage_absorption_type_id,damage_absorption_per_hit,aura_radius,mana_shield_ratio,fx_group_id,framehold,ragdoll,one_time,reflection_chance,reflection_type_id,require_buff_id,taunt,taunt_with_top_aggro,remove_on_use_skill,melee_immune,spell_immune,ranged_immune,siege_immune,immune_damage,skill_controller_id,resurrection_health,resurrection_mana,resurrection_percent,level_duration,reflection_ratio,reflection_target_ratio,knockback_immune,immune_buff_tag_id,aura_relation_id,group_id,group_rank,per_unit_creation,tick_area_radius,tick_area_relation_id,remove_on_move,use_source_faction,faction_id,exempt,tick_area_front_angle,tick_area_angle,psychokinesis,no_collide,psychokinesis_speed,remove_on_death,combat_text_start,combat_text_end,tick_anim_id,tick_active_weapon_id,conditional_tick,system,aura_slave_buff_id,non_pushable,active_weapon_id,custom_dual_material_id,custom_dual_material_fade_time,max_charge,detect_stealth,remove_on_exempt,remove_on_land,gliding,gliding_rotate_speed,knock_down,tick_area_exclude_source,string_instrument_start_anim_id,percussion_instrument_start_anim_id,tube_instrument_start_anim_id,string_instrument_tick_anim_id,percussion_instrument_tick_anim_id,tube_instrument_tick_anim_id,gliding_startup_time,gliding_startup_speed,gliding_fall_speed_slow,gliding_fall_speed_normal,gliding_fall_speed_fast,gliding_smooth_time,gliding_lift_count,gliding_lift_height,gliding_lift_valid_time,gliding_lift_duration,gliding_lift_speed,gliding_land_height,gliding_sliding_time,gliding_move_speed_slow,gliding_move_speed_normal,gliding_move_speed_fast,fall_damage_immune,kind_id,ag_stance,transform_buff_id,blank_minded,fastened,slave_applicable,pacifist,remove_on_interaction,crime,remove_on_unmount,aura_child_only,remove_on_mount,remove_on_start_skill,sprint_motion,telescope_range,mainhand_tool_id,offhand_tool_id,tick_mainhand_tool_id,tick_offhand_tool_id,tick_level_mana_cost,walk_only,cannot_jump,crowd_radius,crowd_number,evade_telescope,transfer_telescope_range,remove_on_attack_spell_dot,remove_on_attack_etc_dot,remove_on_attack_buff_trigger,remove_on_attack_etc,remove_on_attacked_spell_dot,remove_on_attacked_etc_dot,remove_on_attacked_buff_trigger,remove_on_attacked_etc,remove_on_damage_spell_dot,remove_on_damage_etc_dot,remove_on_damage_buff_trigger,remove_on_damage_etc,remove_on_damaged_spell_dot,remove_on_damaged_etc_dot,remove_on_damaged_buff_trigger,remove_on_damaged_etc,owner_only,remove_on_autoattack,save_rule_id,idle_anim,anti_stealth,scale,scaleDuration,immune_except_creator,find_school_of_fish_range,anim_action_id,dead_applicable,tick_area_use_origin_source,real_time,do_not_remove_by_other_skill_controller,cooldown_skill_time,mana_burn_immune,freeze_ship,no_collide_rigid,crowd_friendly,crowd_hostile,name_tr,desc_tr,no_exp_penalty
17436,black.63Lv_7tier.weapon.onehand_ranged_critical_bonus.mythic,원거리 치명타 피해량 #{ua_ranged_critical_bonus}% 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17437,black.63Lv_7tier.weapon.onehand_casting_time_mul.common,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17438,black.63Lv_7tier.weapon.onehand_casting_time_mul.uncommon,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17439,black.63Lv_7tier.weapon.onehand_casting_time_mul.rare,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17440,black.63Lv_7tier.weapon.onehand_casting_time_mul.ancient,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17441,black.63Lv_7tier.weapon.onehand_casting_time_mul.heroic,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17442,black.63Lv_7tier.weapon.onehand_casting_time_mul.unique,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17443,black.63Lv_7tier.weapon.onehand_casting_time_mul.artifact,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17444,black.63Lv_7tier.weapon.onehand_casting_time_mul.wonder,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17445,black.63Lv_7tier.weapon.onehand_casting_time_mul.epic,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17446,black.63Lv_7tier.weapon.onehand_casting_time_mul.legendary,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17447,black.63Lv_7tier.weapon.onehand_casting_time_mul.mythic,시전 시간 #{ua_casting_time_mul}% 감소,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17448,black.63Lv_7tier.weapon.onehand_melee_speed_mul.common,공격 속도 #{ua_melee_speed_mul} 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17449,black.63Lv_7tier.weapon.onehand_melee_speed_mul.uncommon,공격 속도 #{ua_melee_speed_mul} 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17450,black.63Lv_7tier.weapon.onehand_melee_speed_mul.rare,공격 속도 #{ua_melee_speed_mul} 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17451,black.63Lv_7tier.weapon.onehand_melee_speed_mul.ancient,공격 속도 #{ua_melee_speed_mul} 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17452,black.63Lv_7tier.weapon.onehand_melee_speed_mul.heroic,공격 속도 #{ua_melee_speed_mul} 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
17453,black.63Lv_7tier.weapon.onehand_melee_speed_mul.unique,공격 속도 #{ua_melee_speed_mul} 증가,6483,,0,0,0,f,f,f,f,f,f,f,,0,6,0,0,1,0,0,0,0,,f,f,f,0,1,0,f,f,f,f,f,f,f,0,0,0,0,0,0,100,100,f,,3,0,0,f,0,0,f,f,,f,0,360,f,f,100,f,f,f,,0,f,t,,f,3,,1,0,f,f,f,f,0,f,f,,,,,,0,0.7,3,1,2,3,0.3,2,1.5,10,0.5,3,0.5,1,6,8,10,f,3,,0,f,f,f,f,f,,f,f,f,f,f,0,,,,,0,f,f,0,2,f,0,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,1,,f,1,1,f,0,0,f,f,f,f,0,f,f,f,t,t,t,t,f
